origin_id,destination_id,am_peak_min,late_night_min,off_peak_delay_min
06001428302,06001451601,120.0,120.0,0.0
06001428302,06001451602,120.0,120.0,0.0
06001428302,06001451701,120.0,120.0,0.0
06001428302,06001451703,120.0,120.0,0.0
06001428302,06001451704,120.0,120.0,0.0
06001428302,06001981900,120.0,120.0,0.0
06001428302,06001982000,88.0,88.0,0.0
06001428302,06001982100,89.0,83.0,-6.0
06001428302,06001983200,70.0,52.0,-18.0
06001428302,06001990000,120.0,120.0,0.0
06001432502,06001400100,110.0,120.0,10.0
06001432502,06001400200,67.0,70.0,3.0
06001432502,06001400300,69.0,72.0,3.0
06001432502,06001400400,74.0,78.0,4.0
06001432502,06001400500,65.0,73.0,8.0
06001432502,06001400600,64.0,69.0,5.0
06001432502,06001400700,63.0,75.0,12.0
06001432502,06001400800,63.0,72.0,9.0
06001432502,06001400900,62.0,72.0,10.0
06001432502,06001401000,56.0,62.0,6.0
06001432502,06001401100,52.0,61.0,9.0
06001432502,06001401200,62.0,71.0,9.0
06001432502,06001401300,56.0,66.0,10.0
06001432502,06001401400,57.0,66.0,9.0
06001432502,06001401500,59.0,67.0,8.0
06001432502,06001401600,57.0,68.0,11.0
06001432502,06001401700,114.0,120.0,6.0
06001432502,06001401800,60.0,54.0,-6.0
06001432502,06001402200,52.0,46.0,-6.0
06001432502,06001402400,59.0,66.0,7.0
06001432502,06001402500,51.0,55.0,4.0
06001432502,06001402600,52.0,54.0,2.0
06001432502,06001402700,55.0,62.0,7.0
06001432502,06001402801,47.0,56.0,9.0
06001432502,06001402802,48.0,55.0,7.0
06001432502,06001402900,45.0,54.0,9.0
06001432502,06001403000,48.0,47.0,-1.0
06001432502,06001403100,48.0,50.0,2.0
06001432502,06001403301,41.0,41.0,0.0
06001432502,06001403302,47.0,47.0,0.0
06001432502,06001403401,63.0,78.0,15.0
06001432502,06001403402,48.0,49.0,1.0
06001432502,06001403501,56.0,73.0,17.0
06001432502,06001403502,52.0,69.0,17.0
06001432502,06001403600,63.0,79.0,16.0
06001432502,06001403701,55.0,71.0,16.0
06001432502,06001403702,64.0,71.0,7.0
06001432502,06001403800,70.0,79.0,9.0
06001432502,06001403900,63.0,74.0,11.0
06001432502,06001404000,65.0,80.0,15.0
06001432502,06001404101,71.0,81.0,10.0
06001432502,06001404102,67.0,80.0,13.0
06001432502,06001404200,101.0,111.0,10.0
06001432502,06001404300,80.0,83.0,3.0
06001432502,06001404400,120.0,120.0,0.0
06001432502,06001404501,88.0,82.0,-6.0
06001432502,06001404502,102.0,96.0,-6.0
06001432502,06001404600,101.0,120.0,19.0
06001432502,06001404700,88.0,85.0,-3.0
06001432502,06001404800,65.0,69.0,4.0
06001432502,06001404900,65.0,66.0,1.0
06001432502,06001405000,75.0,73.0,-2.0
06001432502,06001405100,81.0,79.0,-2.0
06001432502,06001405200,71.0,69.0,-2.0
06001432502,06001405301,59.0,63.0,4.0
06001432502,06001405302,57.0,58.0,1.0
06001432502,06001405401,58.0,59.0,1.0
06001432502,06001405402,59.0,57.0,-2.0
06001432502,06001405500,59.0,63.0,4.0
06001432502,06001405600,66.0,63.0,-3.0
06001432502,06001405700,65.0,58.0,-7.0
06001432502,06001405800,66.0,62.0,-4.0
06001432502,06001405901,63.0,54.0,-9.0
06001432502,06001405902,61.0,59.0,-2.0
06001432502,06001406000,76.0,76.0,0.0
06001432502,06001406100,40.0,40.0,0.0
06001432502,06001406201,56.0,52.0,-4.0
06001432502,06001406202,46.0,50.0,4.0
06001432502,06001406300,51.0,55.0,4.0
06001432502,06001406400,58.0,61.0,3.0
06001432502,06001406500,53.0,54.0,1.0
06001432502,06001406601,65.0,56.0,-9.0
06001432502,06001406602,53.0,58.0,5.0
06001432502,06001406700,71.0,69.0,-2.0
06001432502,06001406800,66.0,54.0,-12.0
06001432502,06001406900,72.0,68.0,-4.0
06001432502,06001407000,64.0,58.0,-6.0
06001432502,06001407101,56.0,52.0,-4.0
06001432502,06001407102,60.0,61.0,1.0
06001432502,06001407200,44.0,44.0,0.0
06001432502,06001407300,55.0,56.0,1.0
06001432502,06001407400,49.0,56.0,7.0
06001432502,06001407500,46.0,60.0,14.0
06001432502,06001407600,62.0,65.0,3.0
06001432502,06001407700,53.0,66.0,13.0
06001432502,06001407800,59.0,63.0,4.0
06001432502,06001407900,75.0,72.0,-3.0
06001432502,06001408000,91.0,89.0,-2.0
06001432502,06001408100,90.0,77.0,-13.0
06001432502,06001408200,57.0,56.0,-1.0
06001432502,06001408300,59.0,60.0,1.0
06001432502,06001408400,57.0,48.0,-9.0
06001432502,06001408500,54.0,45.0,-9.0
06001432502,06001408600,55.0,44.0,-11.0
06001432502,06001408700,49.0,59.0,10.0
06001432502,06001408800,43.0,43.0,0.0
06001432502,06001408900,44.0,40.0,-4.0
06001432502,06001409000,67.0,66.0,-1.0
06001432502,06001409100,57.0,52.0,-5.0
06001432502,06001409200,61.0,66.0,5.0
06001432502,06001409300,45.0,50.0,5.0
06001432502,06001409400,54.0,56.0,2.0
06001432502,06001409500,50.0,47.0,-3.0
06001432502,06001409600,47.0,50.0,3.0
06001432502,06001409700,56.0,53.0,-3.0
06001432502,06001409800,63.0,67.0,4.0
06001432502,06001409900,120.0,120.0,0.0
06001432502,06001410000,63.0,59.0,-4.0
06001432502,06001410100,47.0,43.0,-4.0
06001432502,06001410200,46.0,42.0,-4.0
06001432502,06001410300,46.0,50.0,4.0
06001432502,06001410400,45.0,47.0,2.0
06001432502,06001410500,55.0,59.0,4.0
06001432502,06001420100,77.0,88.0,11.0
06001432502,06001420200,76.0,84.0,8.0
06001432502,06001420301,85.0,90.0,5.0
06001432502,06001420302,106.0,112.0,6.0
06001432502,06001420401,77.0,82.0,5.0
06001432502,06001420402,112.0,119.0,7.0
06001432502,06001420500,79.0,85.0,6.0
06001432502,06001420600,77.0,92.0,15.0
06001432502,06001421100,85.0,99.0,14.0
06001432502,06001421200,81.0,80.0,-1.0
06001432502,06001421300,68.0,80.0,12.0
06001432502,06001421400,66.0,74.0,8.0
06001432502,06001421500,84.0,99.0,15.0
06001432502,06001421600,84.0,93.0,9.0
06001432502,06001421700,61.0,68.0,7.0
06001432502,06001421800,71.0,80.0,9.0
06001432502,06001421900,76.0,84.0,8.0
06001432502,06001422000,71.0,100.0,29.0
06001432502,06001422100,74.0,84.0,10.0
06001432502,06001422200,65.0,74.0,9.0
06001432502,06001422300,63.0,72.0,9.0
06001432502,06001422400,61.0,69.0,8.0
06001432502,06001422500,70.0,82.0,12.0
06001432502,06001422700,75.0,81.0,6.0
06001432502,06001422800,66.0,73.0,7.0
06001432502,06001422901,59.0,68.0,9.0
06001432502,06001422902,56.0,65.0,9.0
06001432502,06001423000,68.0,77.0,9.0
06001432502,06001423100,71.0,79.0,8.0
06001432502,06001423200,73.0,80.0,7.0
06001432502,06001423300,71.0,78.0,7.0
06001432502,06001423400,68.0,76.0,8.0
06001432502,06001423500,61.0,70.0,9.0
06001432502,06001423601,69.0,79.0,10.0
06001432502,06001423602,66.0,80.0,14.0
06001432502,06001423700,78.0,82.0,4.0
06001432502,06001423800,81.0,88.0,7.0
06001432502,06001423901,55.0,64.0,9.0
06001432502,06001423902,71.0,80.0,9.0
06001432502,06001424001,59.0,68.0,9.0
06001432502,06001424002,66.0,78.0,12.0
06001432502,06001425101,93.0,92.0,-1.0
06001432502,06001425102,75.0,74.0,-1.0
06001432502,06001425103,71.0,80.0,9.0
06001432502,06001425104,63.0,67.0,4.0
06001432502,06001426100,75.0,91.0,16.0
06001432502,06001426200,59.0,75.0,16.0
06001432502,06001427100,54.0,58.0,4.0
06001432502,06001427200,66.0,67.0,1.0
06001432502,06001427300,74.0,74.0,0.0
06001432502,06001427600,68.0,69.0,1.0
06001432502,06001427700,82.0,81.0,-1.0
06001432502,06001427800,62.0,62.0,0.0
06001432502,06001427900,57.0,58.0,1.0
06001432502,06001428000,52.0,55.0,3.0
06001432502,06001428100,56.0,60.0,4.0
06001432502,06001428200,62.0,73.0,11.0
06001432502,06001428301,74.0,120.0,46.0
06001432502,06001428302,63.0,120.0,57.0
06001432502,06001428400,76.0,79.0,3.0
06001432502,06001428500,76.0,72.0,-4.0
06001432502,06001428600,76.0,77.0,1.0
06001432502,06001428700,104.0,120.0,16.0
06001432502,06001430101,120.0,120.0,0.0
06001432502,06001430102,120.0,120.0,0.0
06001432502,06001430200,120.0,120.0,0.0
06001432502,06001430300,85.0,81.0,-4.0
06001432502,06001430400,120.0,120.0,0.0
06001432502,06001430500,68.0,76.0,8.0
06001432502,06001430600,65.0,84.0,19.0
06001432502,06001430700,77.0,67.0,-10.0
06001432502,06001430800,58.0,58.0,0.0
06001432502,06001430900,68.0,65.0,-3.0
06001432502,06001431000,52.0,49.0,-3.0
06001432502,06001431100,60.0,63.0,3.0
06001432502,06001431200,68.0,53.0,-15.0
06001432502,06001432100,42.0,38.0,-4.0
06001432502,06001432200,40.0,40.0,0.0
06001432502,06001432300,38.0,35.0,-3.0
06001432502,06001432400,35.0,39.0,4.0
06001432502,06001432501,22.0,22.0,0.0
06001432502,06001432502,0.0,0.0,0.0
06001432502,06001432601,27.0,23.0,-4.0
06001432502,06001432602,31.0,27.0,-4.0
06001432502,06001432700,35.0,31.0,-4.0
06001432502,06001432800,64.0,60.0,-4.0
06001432502,06001433000,41.0,50.0,9.0
06001432502,06001433102,47.0,45.0,-2.0
06001432502,06001433103,40.0,49.0,9.0
06001432502,06001433104,40.0,45.0,5.0
06001432502,06001433200,47.0,58.0,11.0
06001432502,06001433300,41.0,58.0,17.0
06001432502,06001433400,67.0,71.0,4.0
06001432502,06001433500,41.0,44.0,3.0
06001432502,06001433600,42.0,45.0,3.0
06001432502,06001433700,58.0,62.0,4.0
06001432502,06001433801,44.0,47.0,3.0
06001432502,06001433802,42.0,37.0,-5.0
06001432502,06001433900,54.0,58.0,4.0
06001432502,06001434000,47.0,53.0,6.0
06001432502,06001435102,106.0,88.0,-18.0
06001432502,06001435103,120.0,120.0,0.0
06001432502,06001435104,120.0,120.0,0.0
06001432502,06001435200,70.0,78.0,8.0
06001432502,06001435300,54.0,63.0,9.0
06001432502,06001435400,48.0,43.0,-5.0
06001432502,06001435500,54.0,56.0,2.0
06001432502,06001435601,60.0,62.0,2.0
06001432502,06001435602,64.0,68.0,4.0
06001432502,06001435700,65.0,64.0,-1.0
06001432502,06001435800,55.0,53.0,-2.0
06001432502,06001435900,57.0,60.0,3.0
06001432502,06001436000,71.0,72.0,1.0
06001432502,06001436100,55.0,52.0,-3.0
06001432502,06001436200,65.0,65.0,0.0
06001432502,06001436301,51.0,46.0,-5.0
06001432502,06001436302,43.0,45.0,2.0
06001432502,06001436402,120.0,120.0,0.0
06001432502,06001436403,59.0,59.0,0.0
06001432502,06001436404,75.0,85.0,10.0
06001432502,06001436500,56.0,56.0,0.0
06001432502,06001436601,56.0,58.0,2.0
06001432502,06001436602,66.0,71.0,5.0
06001432502,06001436700,54.0,59.0,5.0
06001432502,06001436800,56.0,58.0,2.0
06001432502,06001436900,65.0,60.0,-5.0
06001432502,06001437000,70.0,68.0,-2.0
06001432502,06001437101,98.0,120.0,22.0
06001432502,06001437102,69.0,67.0,-2.0
06001432502,06001437200,75.0,73.0,-2.0
06001432502,06001437300,72.0,70.0,-2.0
06001432502,06001437400,68.0,109.0,41.0
06001432502,06001437500,56.0,104.0,48.0
06001432502,06001437600,65.0,86.0,21.0
06001432502,06001437701,71.0,65.0,-6.0
06001432502,06001437702,59.0,88.0,29.0
06001432502,06001437800,64.0,63.0,-1.0
06001432502,06001437900,56.0,55.0,-1.0
06001432502,06001438000,76.0,75.0,-1.0
06001432502,06001438100,72.0,71.0,-1.0
06001432502,06001438201,84.0,86.0,2.0
06001432502,06001438203,78.0,120.0,42.0
06001432502,06001438204,71.0,68.0,-3.0
06001432502,06001438300,76.0,74.0,-2.0
06001432502,06001438400,80.0,77.0,-3.0
06001432502,06001440100,120.0,120.0,0.0
06001432502,06001440200,68.0,65.0,-3.0
06001432502,06001440301,73.0,69.0,-4.0
06001432502,06001440304,82.0,75.0,-7.0
06001432502,06001440305,97.0,90.0,-7.0
06001432502,06001440306,80.0,74.0,-6.0
06001432502,06001440307,66.0,62.0,-4.0
06001432502,06001440308,55.0,52.0,-3.0
06001432502,06001440331,78.0,71.0,-7.0
06001432502,06001440332,95.0,88.0,-7.0
06001432502,06001440333,82.0,78.0,-4.0
06001432502,06001440334,76.0,70.0,-6.0
06001432502,06001440336,68.0,63.0,-5.0
06001432502,06001440337,72.0,71.0,-1.0
06001432502,06001440338,67.0,62.0,-5.0
06001432502,06001441100,120.0,120.0,0.0
06001432502,06001441200,97.0,120.0,23.0
06001432502,06001441301,117.0,120.0,3.0
06001432502,06001441302,84.0,70.0,-14.0
06001432502,06001441401,72.0,68.0,-4.0
06001432502,06001441402,80.0,83.0,3.0
06001432502,06001441501,103.0,120.0,17.0
06001432502,06001441503,120.0,118.0,-2.0
06001432502,06001441521,90.0,120.0,30.0
06001432502,06001441522,91.0,84.0,-7.0
06001432502,06001441523,85.0,120.0,35.0
06001432502,06001441524,95.0,120.0,25.0
06001432502,06001441525,120.0,120.0,0.0
06001432502,06001441601,78.0,69.0,-9.0
06001432502,06001441602,91.0,80.0,-11.0
06001432502,06001441701,97.0,95.0,-2.0
06001432502,06001441702,72.0,66.0,-6.0
06001432502,06001441800,79.0,74.0,-5.0
06001432502,06001441921,75.0,92.0,17.0
06001432502,06001441923,71.0,66.0,-5.0
06001432502,06001441924,83.0,78.0,-5.0
06001432502,06001441926,78.0,80.0,2.0
06001432502,06001441927,74.0,76.0,2.0
06001432502,06001441928,82.0,77.0,-5.0
06001432502,06001441929,72.0,67.0,-5.0
06001432502,06001442000,114.0,120.0,6.0
06001432502,06001442100,103.0,120.0,17.0
06001432502,06001442200,106.0,120.0,14.0
06001432502,06001442301,88.0,111.0,23.0
06001432502,06001442302,83.0,110.0,27.0
06001432502,06001442400,86.0,109.0,23.0
06001432502,06001442501,92.0,94.0,2.0
06001432502,06001442502,81.0,81.0,0.0
06001432502,06001442601,82.0,82.0,0.0
06001432502,06001442602,85.0,86.0,1.0
06001432502,06001442700,95.0,92.0,-3.0
06001432502,06001442800,99.0,96.0,-3.0
06001432502,06001442900,92.0,112.0,20.0
06001432502,06001443001,98.0,115.0,17.0
06001432502,06001443002,93.0,107.0,14.0
06001432502,06001443102,82.0,76.0,-6.0
06001432502,06001443103,120.0,120.0,0.0
06001432502,06001443104,101.0,120.0,19.0
06001432502,06001443105,120.0,120.0,0.0
06001432502,06001443200,120.0,120.0,0.0
06001432502,06001443301,90.0,88.0,-2.0
06001432502,06001443321,85.0,84.0,-1.0
06001432502,06001443322,87.0,86.0,-1.0
06001432502,06001444100,89.0,90.0,1.0
06001432502,06001444200,81.0,82.0,1.0
06001432502,06001444301,103.0,104.0,1.0
06001432502,06001444303,120.0,120.0,0.0
06001432502,06001444304,113.0,111.0,-2.0
06001432502,06001444400,82.0,82.0,0.0
06001432502,06001444500,84.0,84.0,0.0
06001432502,06001444601,105.0,99.0,-6.0
06001432502,06001444602,120.0,120.0,0.0
06001432502,06001450101,85.0,80.0,-5.0
06001432502,06001450102,120.0,120.0,0.0
06001432502,06001450200,120.0,120.0,0.0
06001432502,06001450300,120.0,120.0,0.0
06001432502,06001450400,82.0,78.0,-4.0
06001432502,06001450501,120.0,120.0,0.0
06001432502,06001450502,120.0,120.0,0.0
06001432502,06001450601,120.0,120.0,0.0
06001432502,06001450603,120.0,120.0,0.0
06001432502,06001450604,120.0,120.0,0.0
06001432502,06001450605,120.0,120.0,0.0
06001432502,06001450606,120.0,120.0,0.0
06001432502,06001450607,120.0,120.0,0.0
06001432502,06001450608,120.0,120.0,0.0
06001432502,06001450609,78.0,74.0,-4.0
06001432502,06001450701,120.0,120.0,0.0
06001432502,06001450741,120.0,120.0,0.0
06001432502,06001450742,120.0,120.0,0.0
06001432502,06001450743,80.0,78.0,-2.0
06001432502,06001450744,120.0,120.0,0.0
06001432502,06001450745,120.0,120.0,0.0
06001432502,06001450746,120.0,120.0,0.0
06001432502,06001450750,120.0,120.0,0.0
06001432502,06001450751,120.0,120.0,0.0
06001432502,06001450752,120.0,120.0,0.0
06001432502,06001451102,120.0,120.0,0.0
06001432502,06001451103,120.0,120.0,0.0
06001432502,06001451104,120.0,120.0,0.0
06001432502,06001451201,120.0,120.0,0.0
06001432502,06001451202,120.0,120.0,0.0
06001432502,06001451300,120.0,120.0,0.0
06001432502,06001451401,120.0,120.0,0.0
06001432502,06001451403,120.0,120.0,0.0
06001432502,06001451404,120.0,120.0,0.0
06001432502,06001451501,120.0,120.0,0.0
06001432502,06001451503,120.0,120.0,0.0
06001432502,06001451504,120.0,120.0,0.0
06001432502,06001451505,120.0,120.0,0.0
06001432502,06001451506,120.0,120.0,0.0
06001432502,06001451601,120.0,120.0,0.0
06001432502,06001451602,120.0,120.0,0.0
06001432502,06001451701,120.0,120.0,0.0
06001432502,06001451703,120.0,120.0,0.0
06001432502,06001451704,120.0,120.0,0.0
06001432502,06001981900,120.0,120.0,0.0
06001432502,06001982000,75.0,69.0,-6.0
06001432502,06001982100,71.0,83.0,12.0
06001432502,06001983200,51.0,54.0,3.0
06001432502,06001990000,120.0,120.0,0.0
06001435700,06001400100,120.0,120.0,0.0
06001435700,06001400200,87.0,87.0,0.0
06001435700,06001400300,87.0,89.0,2.0
06001435700,06001400400,90.0,95.0,5.0
06001435700,06001400500,82.0,94.0,12.0
06001435700,06001400600,80.0,94.0,14.0
06001435700,06001400700,82.0,92.0,10.0
06001435700,06001400800,82.0,102.0,20.0
06001435700,06001400900,82.0,99.0,17.0
06001435700,06001401000,75.0,82.0,7.0
06001435700,06001401100,72.0,81.0,9.0
06001435700,06001401200,78.0,91.0,13.0
06001435700,06001401300,77.0,86.0,9.0
06001435700,06001401400,76.0,92.0,16.0
06001435700,06001401500,77.0,96.0,19.0
06001435700,06001401600,78.0,93.0,15.0
06001435700,06001401700,118.0,120.0,2.0
06001435700,06001401800,66.0,71.0,5.0
06001435700,06001402200,60.0,63.0,3.0
06001435700,06001402400,78.0,89.0,11.0
06001435700,06001402500,75.0,78.0,3.0
06001435700,06001402600,73.0,81.0,8.0
06001435700,06001402700,74.0,84.0,10.0
06001435700,06001402801,66.0,76.0,10.0
06001435700,06001402802,67.0,77.0,10.0
06001435700,06001402900,65.0,74.0,9.0
06001435700,06001403000,63.0,66.0,3.0
06001435700,06001403100,66.0,74.0,8.0
06001435700,06001403301,55.0,58.0,3.0
06001435700,06001403302,61.0,64.0,3.0
06001435700,06001403401,83.0,89.0,6.0
06001435700,06001403402,63.0,66.0,3.0
06001435700,06001403501,76.0,93.0,17.0
06001435700,06001403502,72.0,91.0,19.0
06001435700,06001403600,83.0,90.0,7.0
06001435700,06001403701,75.0,86.0,11.0
06001435700,06001403702,84.0,88.0,4.0
06001435700,06001403800,93.0,97.0,4.0
06001435700,06001403900,83.0,94.0,11.0
06001435700,06001404000,80.0,100.0,20.0
06001435700,06001404101,86.0,100.0,14.0
06001435700,06001404102,83.0,101.0,18.0
06001435700,06001404200,120.0,120.0,0.0
06001435700,06001404300,100.0,100.0,0.0
06001435700,06001404400,120.0,120.0,0.0
06001435700,06001404501,103.0,109.0,6.0
06001435700,06001404502,117.0,120.0,3.0
06001435700,06001404600,105.0,120.0,15.0
06001435700,06001404700,92.0,112.0,20.0
06001435700,06001404800,83.0,86.0,3.0
06001435700,06001404900,80.0,86.0,6.0
06001435700,06001405000,89.0,98.0,9.0
06001435700,06001405100,95.0,104.0,9.0
06001435700,06001405200,77.0,86.0,9.0
06001435700,06001405301,74.0,79.0,5.0
06001435700,06001405302,64.0,71.0,7.0
06001435700,06001405401,64.0,73.0,9.0
06001435700,06001405402,67.0,70.0,3.0
06001435700,06001405500,63.0,72.0,9.0
06001435700,06001405600,70.0,78.0,8.0
06001435700,06001405700,69.0,77.0,8.0
06001435700,06001405800,76.0,82.0,6.0
06001435700,06001405901,72.0,69.0,-3.0
06001435700,06001405902,71.0,73.0,2.0
06001435700,06001406000,80.0,88.0,8.0
06001435700,06001406100,54.0,57.0,3.0
06001435700,06001406201,71.0,67.0,-4.0
06001435700,06001406202,64.0,65.0,1.0
06001435700,06001406300,70.0,72.0,2.0
06001435700,06001406400,77.0,78.0,1.0
06001435700,06001406500,67.0,75.0,8.0
06001435700,06001406601,70.0,71.0,1.0
06001435700,06001406602,73.0,72.0,-1.0
06001435700,06001406700,84.0,90.0,6.0
06001435700,06001406800,70.0,79.0,9.0
06001435700,06001406900,83.0,80.0,-3.0
06001435700,06001407000,72.0,72.0,0.0
06001435700,06001407101,64.0,73.0,9.0
06001435700,06001407102,74.0,69.0,-5.0
06001435700,06001407200,58.0,61.0,3.0
06001435700,06001407300,73.0,73.0,0.0
06001435700,06001407400,63.0,72.0,9.0
06001435700,06001407500,69.0,74.0,5.0
06001435700,06001407600,76.0,73.0,-3.0
06001435700,06001407700,78.0,82.0,4.0
06001435700,06001407800,77.0,77.0,0.0
06001435700,06001407900,87.0,86.0,-1.0
06001435700,06001408000,95.0,116.0,21.0
06001435700,06001408100,94.0,104.0,10.0
06001435700,06001408200,81.0,83.0,2.0
06001435700,06001408300,86.0,87.0,1.0
06001435700,06001408400,71.0,75.0,4.0
06001435700,06001408500,70.0,70.0,0.0
06001435700,06001408600,74.0,71.0,-3.0
06001435700,06001408700,74.0,78.0,4.0
06001435700,06001408800,58.0,61.0,3.0
06001435700,06001408900,58.0,61.0,3.0
06001435700,06001409000,87.0,93.0,6.0
06001435700,06001409100,66.0,70.0,4.0
06001435700,06001409200,65.0,84.0,19.0
06001435700,06001409300,69.0,63.0,-6.0
06001435700,06001409400,68.0,71.0,3.0
06001435700,06001409500,54.0,67.0,13.0
06001435700,06001409600,63.0,63.0,0.0
06001435700,06001409700,65.0,75.0,10.0
06001435700,06001409800,70.0,91.0,21.0
06001435700,06001409900,120.0,120.0,0.0
06001435700,06001410000,90.0,95.0,5.0
06001435700,06001410100,73.0,78.0,5.0
06001435700,06001410200,68.0,74.0,6.0
06001435700,06001410300,70.0,63.0,-7.0
06001435700,06001410400,68.0,63.0,-5.0
06001435700,06001410500,72.0,76.0,4.0
06001435700,06001420100,99.0,108.0,9.0
06001435700,06001420200,95.0,99.0,4.0
06001435700,06001420301,101.0,105.0,4.0
06001435700,06001420302,120.0,120.0,0.0
06001435700,06001420401,93.0,100.0,7.0
06001435700,06001420402,120.0,120.0,0.0
06001435700,06001420500,96.0,100.0,4.0
06001435700,06001420600,99.0,110.0,11.0
06001435700,06001421100,112.0,120.0,8.0
06001435700,06001421200,102.0,120.0,18.0
06001435700,06001421300,89.0,104.0,15.0
06001435700,06001421400,87.0,110.0,23.0
06001435700,06001421500,111.0,120.0,9.0
06001435700,06001421600,104.0,120.0,16.0
06001435700,06001421700,80.0,102.0,22.0
06001435700,06001421800,91.0,100.0,9.0
06001435700,06001421900,95.0,105.0,10.0
06001435700,06001422000,95.0,120.0,25.0
06001435700,06001422100,94.0,104.0,10.0
06001435700,06001422200,85.0,94.0,9.0
06001435700,06001422300,83.0,92.0,9.0
06001435700,06001422400,81.0,90.0,9.0
06001435700,06001422500,88.0,102.0,14.0
06001435700,06001422700,88.0,98.0,10.0
06001435700,06001422800,80.0,93.0,13.0
06001435700,06001422901,78.0,86.0,8.0
06001435700,06001422902,76.0,85.0,9.0
06001435700,06001423000,88.0,97.0,9.0
06001435700,06001423100,92.0,101.0,9.0
06001435700,06001423200,92.0,103.0,11.0
06001435700,06001423300,90.0,102.0,12.0
06001435700,06001423400,88.0,97.0,9.0
06001435700,06001423500,81.0,90.0,9.0
06001435700,06001423601,91.0,99.0,8.0
06001435700,06001423602,87.0,99.0,12.0
06001435700,06001423700,89.0,96.0,7.0
06001435700,06001423800,96.0,95.0,-1.0
06001435700,06001423901,75.0,84.0,9.0
06001435700,06001423902,89.0,100.0,11.0
06001435700,06001424001,79.0,88.0,9.0
06001435700,06001424002,87.0,97.0,10.0
06001435700,06001425101,101.0,112.0,11.0
06001435700,06001425102,83.0,94.0,11.0
06001435700,06001425103,80.0,102.0,22.0
06001435700,06001425104,77.0,87.0,10.0
06001435700,06001426100,95.0,120.0,25.0
06001435700,06001426200,79.0,105.0,26.0
06001435700,06001427100,69.0,75.0,6.0
06001435700,06001427200,82.0,84.0,2.0
06001435700,06001427300,90.0,91.0,1.0
06001435700,06001427600,87.0,86.0,-1.0
06001435700,06001427700,98.0,98.0,0.0
06001435700,06001427800,78.0,79.0,1.0
06001435700,06001427900,73.0,75.0,2.0
06001435700,06001428000,68.0,72.0,4.0
06001435700,06001428100,72.0,77.0,5.0
06001435700,06001428200,79.0,90.0,11.0
06001435700,06001428301,104.0,120.0,16.0
06001435700,06001428302,93.0,120.0,27.0
06001435700,06001428400,90.0,99.0,9.0
06001435700,06001428500,81.0,92.0,11.0
06001435700,06001428600,90.0,94.0,4.0
06001435700,06001428700,104.0,120.0,16.0
06001435700,06001430101,120.0,120.0,0.0
06001435700,06001430102,120.0,120.0,0.0
06001435700,06001430200,120.0,120.0,0.0
06001435700,06001430300,89.0,120.0,31.0
06001435700,06001430400,121.0,121.0,0.0
06001435700,06001430500,69.0,75.0,6.0
06001435700,06001430600,65.0,81.0,16.0
06001435700,06001430700,81.0,99.0,18.0
06001435700,06001430800,62.0,88.0,26.0
06001435700,06001430900,72.0,82.0,10.0
